verdict,claim,date,source,reviewer,language,raw_verdict,raw_verdict_en
misinformation,#Myth 1: Vaccines should not be given multiple times #Myth 2: OPV has side effects #Myth 3: OPV contains anti-fertility agents,,,ha-asia.com,en,"#Fact1: This claim is not true. A child should get four or more doses of the OPV  in the first year of their life as repeat doses boost immunity against the virus. According to the World Health Organisation (WHO), “it is safe to administer 4 or more doses of OPV to children. The vaccine is designed to be administered multiple times to ensure full protection”.  Each additional dose further strengthens a child’s immunity level against polio and there is no risk of overdose #Fact2: The internet is awash with theories that polio vaccines are unsafe and may lead to other complications. According to WHO, “over the last 20 years, this vaccine has saved 5 million people from permanent paralysis by polio”. Children are in far greater danger from the spread of polioviruses than from any adverse effects from the polio vaccine. UNICEF highlighted that the oral polio vaccine (OPV) is safe, effective and the WHO-recommended vaccine for polio eradication. #Fact3: The most common myth about polio is that OPV leads to impotence. There is no scientific evidence to prove this. WHO clearly highlights that OPV does not include any anti-fertility agents during the production process.","#Fact1: This claim is not true. A child should get four or more doses of the OPV  in the first year of their life as repeat doses boost immunity against the virus. According to the World Health Organisation (WHO), “it is safe to administer 4 or more doses of OPV to children. The vaccine is designed to be administered multiple times to ensure full protection”.  Each additional dose further strengthens a child’s immunity level against polio and there is no risk of overdose #Fact2: The internet is awash with theories that polio vaccines are unsafe and may lead to other complications. According to WHO, “over the last 20 years, this vaccine has saved 5 million people from permanent paralysis by polio”. Children are in far greater danger from the spread of polioviruses than from any adverse effects from the polio vaccine. UNICEF highlighted that the oral polio vaccine (OPV) is safe, effective and the WHO-recommended vaccine for polio eradication. #Fact3: The most common myth about polio is that OPV leads to impotence. There is no scientific evidence to prove this. WHO clearly highlights that OPV does not include any anti-fertility agents during the production process."
misinformation,Pakistan born Canadian writer Tarek Fatah recently shared a video on twitter showing a Pakistani woman holding a kid telling Polio volunteers she won't allow her kids to take the drops.,2020-01-16T00:00:00Z,Tarek Fatah,ha-asia.com,en,The claim is false. The video was actually a scene from a film called Load Wedding.,The claim is false. The video was actually a scene from a film called Load Wedding.
misinformation,"If you clear the six-minute walk test, then you don't have Coronavirus at all.",2020-08-04T00:00:00Z,Mana Telugu,ha-asia.com,en,It is misleading to say that clearing the six-minute walk test can prove that one is free from coronavirus. It is not a diagnostic test but a proposed test for potential application in patients with mild symptoms to optimise triage (process of determining the priority of patients' treatments) guidelines.,It is misleading to say that clearing the six-minute walk test can prove that one is free from coronavirus. It is not a diagnostic test but a proposed test for potential application in patients with mild symptoms to optimise triage (process of determining the priority of patients' treatments) guidelines.
misinformation,AIIMS Doctor Discovers Shockingly Simple Way to Lose 1Kg per Day without Diet or Exercise,2017-01-01T00:00:00Z,thesandip,ha-asia.com,en,"This story advertises a product named ""Nutralyfe Garcinia"" manufactured by Nutravo Lifecare Pvt Ltd. to attract naive people in the name of a prestigious institute. Further the story expands on how Dr. Siddharth Kumail is credited with creating this trick and has a picture of Dr. Kumail working in his lab. We did a Google Reverse Image search and found that this person is not Dr. Siddharth Kumail but an environmental engineer named Kartik Chandran, an Associate Professor at Columbia University. The claim is false.","This story advertises a product named ""Nutralyfe Garcinia"" manufactured by Nutravo Lifecare Pvt Ltd. to attract naive people in the name of a prestigious institute. Further the story expands on how Dr. Siddharth Kumail is credited with creating this trick and has a picture of Dr. Kumail working in his lab. We did a Google Reverse Image search and found that this person is not Dr. Siddharth Kumail but an environmental engineer named Kartik Chandran, an Associate Professor at Columbia University. The claim is false."
misinformation,Garlic kills brain cancer cells,2017-06-12T00:00:00Z,Cure 4 Cancer,ha-asia.com,en,"We investigated and found a study on Garlic and onions: Their cancer prevention properties which said, “if garlic consumption does reduce the risk of cancer, the amount needed to lower risk remains unknown”. The study also highlights that further research and intervention studies are needed as several research gaps exist currently. Therefore, labelling garlic as a cure for cancer is misleading, it requires extensive research.","We investigated and found a study on Garlic and onions: Their cancer prevention properties which said, “if garlic consumption does reduce the risk of cancer, the amount needed to lower risk remains unknown”. The study also highlights that further research and intervention studies are needed as several research gaps exist currently. Therefore, labelling garlic as a cure for cancer is misleading, it requires extensive research."
misinformation,"Claim1: If you add neem leaves, mint leaves, betel leaves of holy basil to a pocket made within the mask, the air you breathe gets cleaner and better. Claim2: A video demonstrates how to make a mask out of crude elements like a plastic funnel and a velvet sponge, with black cumin and camphor with the claim that it will provide protection against coronavirus. Claim3: Masks that are worn for a long time is that the masks make you ill, and they build carbon dioxide in your body.",2020-06-06T00:00:00Z,D'Spiel,ha-asia.com,en,"Fact 1: Neem leaves and mint leaves are known to purify the air when they are a part of the plant. When they are inserted into the mask pockets, they clearly wilt soon. There are no demonstrated benefits of these herbs inside the masks. Fact2: Not only a plastic funnel with a velvet sponge will be very uncomfortable to be worn for a long period of time, but it can also be dangerous too.  This apart, there is no evidence that breathing in camphor or black cumin has any role in preventing coronavirus infection. Fact3: This is probably true for masks not worn properly or ill-fitting masks. A properly fitted mask ensures proper airflow while protecting the mouth and the nose.","Fact 1: Neem leaves and mint leaves are known to purify the air when they are a part of the plant. When they are inserted into the mask pockets, they clearly wilt soon. There are no demonstrated benefits of these herbs inside the masks. Fact2: Not only a plastic funnel with a velvet sponge will be very uncomfortable to be worn for a long period of time, but it can also be dangerous too.  This apart, there is no evidence that breathing in camphor or black cumin has any role in preventing coronavirus infection. Fact3: This is probably true for masks not worn properly or ill-fitting masks. A properly fitted mask ensures proper airflow while protecting the mouth and the nose."
misinformation,Applying Vicks VapoRub can melt away the tough belly fat in only 3 days and help you lose weight.,2017-08-06T00:00:00Z,AYURVEDA INDIA,ha-asia.com,en,"The only proven ways that reduce belly fat are daily exercise or diet/fasting. No topical application would reduce belly fat. By exercising, one can be sure of burning the fat and hence, reducing it. Doctors, researchers, and even the product’s manufacturer recommend applying Vicks VapoRub for relieving cough, congestion, or in some cases sore muscles. Therefore the claim is false.","The only proven ways that reduce belly fat are daily exercise or diet/fasting. No topical application would reduce belly fat. By exercising, one can be sure of burning the fat and hence, reducing it. Doctors, researchers, and even the product’s manufacturer recommend applying Vicks VapoRub for relieving cough, congestion, or in some cases sore muscles. Therefore the claim is false."
misinformation,Cats are scared of cucumbers,2021-05-20T15:02:18Z,Online videos,newsweek.com,en,False,False
misinformation,Joe Biden did not drive the new electric Ford F-150 lightning himself during a trip to a manufacturing plant.,2021-05-20T14:33:23Z,The Gateway Pundit,newsweek.com,en,False,False
misinformation,Michael Jackson Was 'absolved' of Wade Robson Molestation Accusations,2021-04-27T16:55:42Z,Twitter users,newsweek.com,en,False,False
misinformation,Joe Biden's climate plan includes cutting 90% of red meat from U.S. diets,2021-04-26T13:15:34Z,Lauren Boebert,newsweek.com,en,False,False
misinformation,The Pentagon Developed a COVID-Detecting Microchip,2021-04-14T15:36:27Z,Chuck Wollery,newsweek.com,en,False,False
misinformation,Daunte Wright's Arrest Warrant Was Sent to the Wrong Address,2021-04-14T15:14:06Z,Walter Masterson,newsweek.com,en,False,False
misinformation,NASA's Perseverance Rover Photographed a Mars Rainbow,2021-04-07T14:14:38Z,Twitter users.,newsweek.com,en,False,False
misinformation,Thirty-eight witnesses did nothing as Kitty Genovese was murdered in 1964,2021-03-30T21:35:49Z,Twitter users,newsweek.com,en,False,False
misinformation,NASA Was Founded to Explore the Ocean,2021-03-30T03:27:52Z,TikTok user,newsweek.com,en,False,False
misinformation,Avon Relocates Domestic Abuse Victims,2021-03-26T21:29:09Z,TikTok user,newsweek.com,en,False,False
misinformation,"""Se (as vacinas) não são seguras e testadas para jovens, que se lixem os velhos? É isso? É o que estão claramente a dizer os que SUPOSTAMENTE estão a querer 'salvar vidas' dos velhos!""",2021-05-09T12:31:39Z,Utilizador do Facebook,observador.pt,pt,Errado,Wrong
misinformation,"""Pepita de ouro encontrada na Amazónia. Estes são os ‘bichos’ que mais preocupam os organismos internacionais que têm ONG’s naquela região"".",2021-05-03T06:04:29Z,Utilizador de Facebook,observador.pt,pt,Errado,Wrong
misinformation,"""Marcelo Rebelo de Sousa disse que ‘a pandemia realmente chegou ao fim’ "".",2021-05-14T03:19:22Z,Utilizador de Facebook,observador.pt,pt,Enganador,Deceiver
misinformation,"""Israel debaixo de forte ataque vindo de Gaza. Foram mais de 600 foguetes lançados contra Israel. Há alguns civis feridos e mortos. #Oremos [sic]""",2021-05-12T02:43:51Z,Utilizador do Facebook,observador.pt,pt,Errado,Wrong
misinformation,"""Associações ciganas reconhecem que o CHEGA não é racista e que há um problema de subsidiodependência na comunidade.""",2021-03-24T21:21:12Z,Utilizador do Facebook,observador.pt,pt,Errado,Wrong
misinformation,"""Bebé de dois anos morre durante experimentos da vacina Covid-19 da Pfizer em crianças.""",2021-05-02T06:55:55Z,Utilizador de Facebook,observador.pt,pt,Errado,Wrong
misinformation,The director of Al Jazeera Palestine pleads with Israeli army to wait for ten minutes before the air strike on their office in Gaza,2021-05-21T10:29:34Z,Social Media posts,boomlive.in,en,False,False
misinformation,Kristen Stewart posted a photo on social media extending her support to Palestine.,2021-05-21T12:07:44Z,"Posts on Facebook, Twitter and Instagram",boomlive.in,en,False,False
misinformation,COVID-19 vaccines will leave people exposed to deadly illness during the next cold and flu season.,2021-05-21T12:07:33Z,Posts on Instagram,boomlive.in,en,False,False
misinformation,Clip shows Pro-Palestine protest in Keralas Wayanad,2021-05-21T10:44:30Z,Facebook Posts,boomlive.in,en,False,False
misinformation,Israeli Prime Minister Benjamin Netanyahu thanked Hamas for uniting the Jews.,2021-05-21T12:04:39Z,Social media posts,boomlive.in,en,False,False
misinformation,"Clip shows Israels Iron Dome air defence systems in action shooting down fighter aircrafts from Turkey, Lebanon and Jordan",2021-05-20T12:24:55Z,Facebook Posts,boomlive.in,en,False,False
misinformation,Modiji can see waste lying at sea beach but cannot see bodies floating in ganga,2021-05-20T11:40:33Z,Social media,boomlive.in,en,False,False
misinformation,Video shows bombing of a mosque by Israel,2021-05-19T15:05:10Z,Facebook Posts & Twitter Users,boomlive.in,en,False,False
misinformation,Al Aqsa mosque has been taken over by Israel army,2021-05-18T14:38:02Z,Social media,boomlive.in,en,False,False
misinformation,"The man who said Mandir chahiye, sadak nai died in Lucknow due to lack of oxygen",2021-05-18T14:52:02Z,Social Media posts,boomlive.in,en,False,False
